Country,2018,2014,2010,2006,2002,1998,1994,1990,1986,1982,1978,1974,1970,1966,1962,1958,1954,1950,1938,1934,1930
England,45,59,59,40,51,47,45,40,43,38,27,31,25,24,22,22,24,16,15,23,19
Australia,59,42,56,69,61,61,52,54,46,39,33,28,24,28,36,22,11,27,19,4,4
Canada,40,16,17,30,41,31,42,41,34,23,31,19,24,20,12,10,20,9,16,15,25
Scotland,13,15,10,7,8,2,3,7,12,6,6,5,8,4,7,5,2,3,2,3,4
India,20,30,26,17,22,10,11,8,0,8,5,8,3,4,0,1,0,0,0,0,0
New Zealand,16,14,22,12,13,6,16,14,16,8,6,8,6,5,11,6,7,22,7,4,0
South Africa,11,10,11,13,20,11,4,0,0,0,0,0,0,0,0,10,6,4,10,4,9
Nigeria,9,11,8,6,3,0,13,13,0,0,0,3,0,4,0,1,3,1,0,0,0
Kenya,7,10,11,5,8,5,4,9,0,2,6,2,3,1,2,0,0,0,0,0,0
Jamaica,9,4,4,4,6,2,4,0,0,1,2,1,2,4,1,2,0,0,0,0,1
Singapore,2,5,12,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Malaysia,5,7,10,12,9,13,2,2,0,0,2,0,1,2,0,0,0,0,0,0,0
Wales,12,11,6,5,13,4,8,3,5,4,1,5,6,2,2,3,1,1,1,2,3
Cyprus,1,4,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Ireland,7,3,3,2,2,1,2,3,4,3,1,1,1,3,0,1,1,0,0,1,1
Papua New Guinea,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cameroon,1,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1,0,0,0,2,0,0,0,0,3,0,4,3,0,1,1,1,0,0,0,0
Grenada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad & Tobago,0,3,4,0,1,1,0,0,0,0,2,1,4,2,0,0,2,0,0,0,0
Pakistan,0,3,1,3,3,1,0,0,0,0,0,0,3,1,1,5,3,0,0,0,0
Samoa,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bahamas,0,2,1,2,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0
Namibia,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nauru,1,1,1,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Isle of Man,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zambia,0,0,0,0,1,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0,0
Ghana,0,0,1,0,0,1,0,2,0,0,1,3,3,2,5,0,0,0,0,0,0
Fiji,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Barbados,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Helena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Kitts & Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Vincent & The Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turks & Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anguilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
British Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guernsey,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesotho,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua & Barbuda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,0,0,0,0,1,0,3,2,0,0,0,0,0,0,2,0,6,1,0,0,0
Hong Kong,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
South Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Sabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarawak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newfoundland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
